chrom	pos	strand	cov	percent_mod
JBJJSR010000001.1	2352196	-	286	69.0
JBJJSR010000001.1	2352232	-	285	1.04
JBJJSR010000001.1	2352283	-	35	81.48
JBJJSR010000001.1	2352285	+	49	81.23
JBJJSR010000001.1	2352286	-	12	93.68
JBJJSR010000001.1	2352288	+	35	86.54
JBJJSR010000001.1	2352400	-	255	78.0
JBJJSR010000001.1	2353002	-	46	53.54
JBJJSR010000001.1	2353004	+	20	90.87
JBJJSR010000001.1	2353082	-	265	75.0
JBJJSR010000001.1	2353284	-	215	92.0
JBJJSR010000001.1	2353578	+	213	93.0
JBJJSR010000001.1	2354019	+	279	71.0
JBJJSR010000001.1	2354660	+	241	82.0
JBJJSR010000001.1	2354693	+	257	6.88
JBJJSR010000001.1	2355084	+	242	1.22
JBJJSR010000001.1	2355244	-	275	72.0
JBJJSR010000001.1	2355881	-	4	98.37
JBJJSR010000001.1	2355883	+	5	97.33
JBJJSR010000001.1	2356931	-	240	83.0
JBJJSR010000001.1	2358053	-	209	95.0
JBJJSR010000001.1	2358454	-	239	83.0
JBJJSR010000001.1	2359012	-	239	83.0
JBJJSR010000001.1	2359366	-	204	96.0
JBJJSR010000001.1	2359452	+	245	81.0
JBJJSR010000001.1	2359609	-	195	1.02
JBJJSR010000001.1	2359776	+	266	2.56
JBJJSR010000001.1	2360159	-	240	83.0
JBJJSR010000001.1	2361215	-	207	1.43
JBJJSR010000001.1	2361572	-	259	1.15
JBJJSR010000001.1	2361606	-	237	83.0
JBJJSR010000001.1	2362654	-	251	2.32
JBJJSR010000001.1	2362730	+	232	85.0
JBJJSR010000001.1	2362854	-	12	94.37
JBJJSR010000001.1	2362856	+	2	99.17
JBJJSR010000001.1	2362993	-	291	68.0
JBJJSR010000001.1	2363531	-	244	1.98
JBJJSR010000001.1	2364690	-	280	4.11
JBJJSR010000001.1	2364719	-	298	6.58
JBJJSR010000001.1	2365297	+	214	92.0
JBJJSR010000001.1	2366541	-	308	96.0
JBJJSR010000001.1	2366695	-	319	2.74
JBJJSR010000001.1	2367793	+	241	2.82
JBJJSR010000001.1	2367989	+	237	84.0
JBJJSR010000001.1	2368059	-	3	98.73
JBJJSR010000001.1	2368061	+	7	95.62
JBJJSR010000001.1	2368134	+	250	1.19
JBJJSR010000001.1	2368517	-	264	1.12
JBJJSR010000001.1	2368676	-	266	75.0
JBJJSR010000001.1	2368763	-	8	97.05
JBJJSR010000001.1	2368765	+	16	91.75
JBJJSR010000001.1	2369040	-	303	1.62
JBJJSR010000001.1	2369595	-	307	3.76
JBJJSR010000001.1	2370935	-	20	91.56
JBJJSR010000001.1	2370937	+	13	93.1
JBJJSR010000001.1	2371157	-	311	64.0
JBJJSR010000001.1	2371473	+	242	1.63
JBJJSR010000001.1	2371650	-	327	61.0
JBJJSR010000001.1	2372013	+	293	1.68
JBJJSR010000001.1	2372613	-	314	63.0
JBJJSR010000001.1	2372790	+	310	1.27
JBJJSR010000001.1	2373015	+	300	66.0
JBJJSR010000001.1	2374909	+	292	1.02
JBJJSR010000001.1	2375027	-	13	95.19
JBJJSR010000001.1	2375029	+	8	96.69
JBJJSR010000001.1	2376229	+	276	72.0
JBJJSR010000001.1	2376268	-	229	2.14
JBJJSR010000001.1	2376298	+	275	2.47
JBJJSR010000001.1	2376446	+	268	1.11
JBJJSR010000001.1	2376447	-	10	96.36
JBJJSR010000001.1	2376449	+	4	98.05
JBJJSR010000001.1	2376450	-	321	62.0
JBJJSR010000001.1	2376584	-	256	4.44
JBJJSR010000001.1	2376871	-	10	96.05
JBJJSR010000001.1	2376873	+	12	92.4
JBJJSR010000001.1	2376876	-	178	4.3
JBJJSR010000001.1	2377654	-	347	1.14
JBJJSR010000001.1	2377983	-	15	94.25
JBJJSR010000001.1	2377985	+	8	96.07
JBJJSR010000001.1	2378251	-	279	71.0
JBJJSR010000001.1	2378817	-	273	72.0
JBJJSR010000001.1	2378864	-	312	95.0
JBJJSR010000001.1	2378866	+	228	2.56
JBJJSR010000001.1	2379231	-	317	1.55
JBJJSR010000001.1	2379260	-	319	62.0
JBJJSR010000001.1	2379442	+	295	67.0
JBJJSR010000001.1	2379732	-	229	2.53
JBJJSR010000001.1	2380267	-	317	63.0
JBJJSR010000001.1	2381620	-	288	69.0
JBJJSR010000001.1	2381801	-	270	2.17
JBJJSR010000001.1	2381938	-	251	1.56
JBJJSR010000001.1	2382249	-	298	67.0
JBJJSR010000001.1	2382659	-	17	89.63
JBJJSR010000001.1	2382661	+	12	94.67
JBJJSR010000001.1	2383156	-	299	1.32
JBJJSR010000001.1	2383436	+	259	1.15
JBJJSR010000001.1	2384720	-	238	1.24
JBJJSR010000001.1	2386601	+	189	1.56
JBJJSR010000001.1	2386956	-	20	89.8
JBJJSR010000001.1	2386958	+	2	99.03
JBJJSR010000001.1	2386996	+	276	72.0
JBJJSR010000001.1	2387106	+	258	77.0
JBJJSR010000001.1	2388580	-	290	68.0
JBJJSR010000001.1	2389358	-	12	94.09
JBJJSR010000001.1	2389360	+	5	97.75
JBJJSR010000001.1	2389999	-	297	100.0
JBJJSR010000001.1	2390552	-	280	71.0
JBJJSR010000001.1	2391270	-	272	1.09
JBJJSR010000001.1	2392314	-	281	71.0
JBJJSR010000001.1	2392361	+	258	77.0
JBJJSR010000001.1	2392529	+	265	75.0
JBJJSR010000001.1	2394050	-	241	2.03
JBJJSR010000001.1	2394249	+	278	1.42
JBJJSR010000001.1	2395649	+	240	1.63
JBJJSR010000001.1	2395761	+	265	1.85
JBJJSR010000001.1	2396612	-	284	1.39
JBJJSR010000001.1	2396799	+	212	93.0
JBJJSR010000001.1	2396919	+	147	1.34
JBJJSR010000001.1	2396968	-	10	95.65
JBJJSR010000001.1	2396970	+	4	97.38
JBJJSR010000001.1	2397522	-	301	99.0
JBJJSR010000001.1	2397582	-	268	74.0
JBJJSR010000001.1	2397829	-	300	99.0
JBJJSR010000001.1	2397889	-	214	93.0
JBJJSR010000001.1	2398082	-	287	69.0
JBJJSR010000001.1	2398846	-	233	2.51
JBJJSR010000001.1	2399015	-	283	1.05
JBJJSR010000001.1	2399199	-	4	98.62
JBJJSR010000001.1	2399201	+	7	95.93
JBJJSR010000001.1	2399386	-	23	4.17
JBJJSR010000001.1	2399655	+	283	4.71
JBJJSR010000001.1	2399894	-	308	65.0
JBJJSR010000001.1	2399896	+	252	79.0
JBJJSR010000001.1	2400391	+	228	1.3
JBJJSR010000001.1	2400399	-	300	98.0
JBJJSR010000001.1	2400463	-	7	97.6
JBJJSR010000001.1	2400465	+	13	93.98
JBJJSR010000001.1	2400946	-	275	72.0
JBJJSR010000001.1	2401041	-	284	1.38
JBJJSR010000001.1	2401342	-	279	71.0
JBJJSR010000001.1	2401651	-	302	98.0
JBJJSR010000001.1	2401870	+	308	65.0
JBJJSR010000001.1	2402041	+	316	94.0
JBJJSR010000001.1	2402099	-	311	96.0
JBJJSR010000001.1	2402255	-	298	1.65
JBJJSR010000001.1	2402325	+	268	74.0
JBJJSR010000001.1	2402359	+	296	67.0
JBJJSR010000001.1	2402430	-	244	2.79
JBJJSR010000001.1	2402464	-	220	3.08
JBJJSR010000001.1	2402567	+	220	2.65
JBJJSR010000001.1	2402637	+	280	71.0
JBJJSR010000001.1	2402645	-	319	62.0
JBJJSR010000001.1	2402677	-	292	3.63
JBJJSR010000001.1	2402861	-	321	62.0
JBJJSR010000001.1	2403228	-	296	100.0
JBJJSR010000001.1	2403459	-	253	2.32
JBJJSR010000001.1	2403493	+	189	3.05
JBJJSR010000001.1	2403494	-	311	64.0
JBJJSR010000001.1	2403529	+	156	63.0
JBJJSR010000001.1	2403711	-	310	2.52
JBJJSR010000001.1	2403744	-	19	72.46
JBJJSR010000001.1	2403746	+	14	90.62
JBJJSR010000001.1	2403751	-	54	3.57
JBJJSR010000001.1	2403998	+	289	5.25
JBJJSR010000001.1	2404006	-	307	65.0
JBJJSR010000001.1	2404836	-	252	1.56
JBJJSR010000001.1	2404870	+	281	71.0
JBJJSR010000001.1	2404925	+	211	1.4
JBJJSR010000001.1	2405093	+	293	1.01
JBJJSR010000001.1	2405197	+	199	100.0
JBJJSR010000001.1	2405246	-	332	60.0
JBJJSR010000001.1	2405532	+	244	2.01
JBJJSR010000001.1	2405709	-	313	2.49
JBJJSR010000001.1	2406215	-	307	65.0
JBJJSR010000001.1	2406346	-	258	1.15
JBJJSR010000001.1	2406602	-	327	61.0
JBJJSR010000001.1	2407389	-	337	1.17
JBJJSR010000001.1	2408044	+	209	95.0
JBJJSR010000001.1	2408045	-	9	91.51
JBJJSR010000001.1	2408047	+	12	93.4
JBJJSR010000001.1	2408309	-	8	97.27
JBJJSR010000001.1	2408311	+	12	95.68
JBJJSR010000001.1	2408369	-	320	1.23
JBJJSR010000001.1	2408815	-	308	65.0
JBJJSR010000001.1	2409367	+	282	70.0
JBJJSR010000001.1	2409420	+	343	87.0
JBJJSR010000001.1	2409756	-	352	1.95
JBJJSR010000001.1	2409991	+	285	70.0
JBJJSR010000001.1	2410306	+	306	65.0
JBJJSR010000001.1	2410558	+	297	5.1
JBJJSR010000001.1	2410944	+	226	88.0
JBJJSR010000001.1	2411004	-	360	83.0
JBJJSR010000001.1	2411081	-	339	1.16
JBJJSR010000001.1	2411112	-	5	98.3
JBJJSR010000001.1	2411114	+	9	95.54
JBJJSR010000001.1	2411315	-	310	1.59
JBJJSR010000001.1	2411496	+	291	68.0
JBJJSR010000001.1	2411498	+	238	1.24
JBJJSR010000001.1	2411617	+	281	1.75
JBJJSR010000001.1	2411658	-	251	78.0
JBJJSR010000001.1	2411836	-	27	3.57
JBJJSR010000001.1	2411860	-	322	2.13
JBJJSR010000001.1	2412227	+	315	63.0
JBJJSR010000001.1	2412246	+	346	1.42
JBJJSR010000001.1	2412261	-	309	64.0
JBJJSR010000001.1	2412386	+	293	1.01
JBJJSR010000001.1	2412883	-	301	99.0
JBJJSR010000001.1	2412894	-	314	95.0
JBJJSR010000001.1	2412947	-	262	1.12
JBJJSR010000001.1	2413245	+	333	89.0
JBJJSR010000001.1	2413739	+	319	62.0
JBJJSR010000001.1	2413791	-	325	61.0
JBJJSR010000001.1	2414161	-	333	1.48
JBJJSR010000001.1	2414359	+	315	63.0
JBJJSR010000001.1	2414463	-	319	62.0
JBJJSR010000001.1	2414673	-	271	2.85
JBJJSR010000001.1	2414854	-	328	61.0
JBJJSR010000001.1	2415205	+	177	1.12
JBJJSR010000001.1	2415670	+	334	3.19
JBJJSR010000001.1	2416065	+	271	73.0
JBJJSR010000001.1	2416300	-	276	71.0
JBJJSR010000001.1	2416525	-	236	84.0
JBJJSR010000001.1	2416912	+	319	62.0
JBJJSR010000001.1	2417066	-	286	1.04
JBJJSR010000001.1	2417912	-	310	64.0
JBJJSR010000001.1	2417956	+	316	63.0
JBJJSR010000001.1	2417963	-	20	91.19
JBJJSR010000001.1	2417965	+	10	95.76
JBJJSR010000001.1	2417967	+	293	68.0
JBJJSR010000001.1	2418435	+	336	1.18
JBJJSR010000001.1	2418477	+	273	1.08
JBJJSR010000001.1	2418491	-	249	1.19
JBJJSR010000001.1	2418691	+	299	66.0
JBJJSR010000001.1	2418904	+	309	64.0
JBJJSR010000001.1	2419008	-	7	97.07
JBJJSR010000001.1	2419010	+	54	63.27
JBJJSR010000001.1	2420440	-	325	61.0
JBJJSR010000001.1	2420685	-	228	86.0
JBJJSR010000001.1	2421422	+	323	92.0
JBJJSR010000001.1	2422008	-	20	9.09
JBJJSR010000001.1	2422496	+	312	3.7
JBJJSR010000001.1	2422985	-	302	66.0
JBJJSR010000001.1	2423595	+	230	86.0
JBJJSR010000001.1	2423903	+	322	1.53
JBJJSR010000001.1	2424168	+	268	1.1
JBJJSR010000001.1	2424337	-	235	1.26
JBJJSR010000001.1	2424340	-	248	1.59
JBJJSR010000001.1	2424949	+	307	97.0
JBJJSR010000001.1	2425048	+	316	63.0
JBJJSR010000001.1	2425981	-	178	1.11
JBJJSR010000001.1	2426135	-	217	91.0
JBJJSR010000001.1	2427814	+	256	78.0
JBJJSR010000001.1	2428772	+	276	72.0
JBJJSR010000001.1	2429092	-	268	74.0
JBJJSR010000001.1	2429277	-	268	3.6
JBJJSR010000001.1	2429279	+	307	97.0
JBJJSR010000001.1	2429401	-	273	3.19
JBJJSR010000001.1	2429626	-	5	97.01
JBJJSR010000001.1	2429628	+	4	98.53
JBJJSR010000001.1	2429667	+	286	1.04
JBJJSR010000001.1	2431097	-	251	1.18
JBJJSR010000001.1	2431179	-	281	71.0
JBJJSR010000001.1	2431183	-	4	98.53
JBJJSR010000001.1	2431185	+	11	84.29
JBJJSR010000001.1	2432022	+	272	1.45
JBJJSR010000001.1	2432168	+	258	77.0
JBJJSR010000001.1	2432370	-	234	85.0
JBJJSR010000001.1	2432832	+	283	1.05
JBJJSR010000001.1	2433241	+	222	4.7
JBJJSR010000001.1	2433279	-	271	3.56
JBJJSR010000001.1	2433412	-	281	71.0
JBJJSR010000001.1	2434255	+	22	4.35
JBJJSR010000001.1	2434753	+	279	71.0
JBJJSR010000001.1	2434848	-	241	82.0
JBJJSR010000001.1	2435484	-	282	2.08
JBJJSR010000001.1	2436366	-	223	89.0
JBJJSR010000001.1	2436886	-	290	1.69
JBJJSR010000001.1	2436903	+	256	77.0
JBJJSR010000001.1	2437164	-	241	1.22
JBJJSR010000001.1	2437640	-	53	63.19
JBJJSR010000001.1	2437642	+	7	97.05
JBJJSR010000001.1	2437844	+	272	73.0
JBJJSR010000001.1	2437875	-	172	1.7
JBJJSR010000001.1	2438429	+	288	2.7
JBJJSR010000001.1	2438703	+	295	1.01
JBJJSR010000001.1	2438817	+	268	74.0
JBJJSR010000001.1	2439401	-	264	1.49
JBJJSR010000001.1	2439645	+	294	1.01
JBJJSR010000001.1	2439721	-	267	1.84
JBJJSR010000001.1	2439879	+	217	91.0
JBJJSR010000001.1	2440012	-	2	99.1
JBJJSR010000001.1	2440014	+	10	96.47
JBJJSR010000001.1	2440084	+	220	90.0
JBJJSR010000001.1	2440087	+	151	1.27
JBJJSR010000001.1	2440851	-	267	1.11
JBJJSR010000001.1	2441338	+	272	73.0
JBJJSR010000001.1	2442700	-	330	90.0
JBJJSR010000001.1	2442747	+	315	1.25
JBJJSR010000001.1	2443171	+	253	78.0
JBJJSR010000001.1	2443205	-	303	98.0
JBJJSR010000001.1	2443501	+	311	1.27
JBJJSR010000001.1	2443528	+	276	1.08
JBJJSR010000001.1	2444118	-	311	2.2
JBJJSR010000001.1	2444302	-	319	6.45
JBJJSR010000001.1	2444409	-	8	97.11
JBJJSR010000001.1	2444411	+	6	97.86
JBJJSR010000001.1	2444830	-	304	65.0
JBJJSR010000001.1	2444935	+	234	85.0
JBJJSR010000001.1	2445093	+	199	4.67
JBJJSR010000001.1	2445649	+	237	1.66
JBJJSR010000001.1	2446360	-	320	62.0
JBJJSR010000001.1	2446696	-	304	3.17
JBJJSR010000001.1	2446737	-	268	1.47
JBJJSR010000001.1	2446815	-	315	63.0
JBJJSR010000001.1	2446894	-	313	63.0
JBJJSR010000001.1	2447025	-	306	65.0
JBJJSR010000001.1	2447510	-	317	94.0
JBJJSR010000001.1	2447690	+	314	95.0
JBJJSR010000001.1	2447789	-	293	1.35
JBJJSR010000001.1	2447839	+	310	64.0
JBJJSR010000001.1	2448222	+	321	62.0
JBJJSR010000001.1	2448223	-	348	85.0
JBJJSR010000001.1	2448487	-	15	93.67
JBJJSR010000001.1	2448489	+	10	96.49
JBJJSR010000001.1	2448522	-	353	1.67
JBJJSR010000001.1	2448723	-	295	1.01
JBJJSR010000001.1	2449049	+	273	1.44
JBJJSR010000001.1	2449062	-	295	1.99
JBJJSR010000001.1	2449513	-	299	5.38
JBJJSR010000001.1	2449521	+	315	63.0
JBJJSR010000001.1	2450323	+	304	65.0
JBJJSR010000001.1	2450334	-	277	2.46
JBJJSR010000001.1	2450671	+	229	1.28
JBJJSR010000001.1	2451013	-	3	98.96
JBJJSR010000001.1	2451015	+	9	96.25
JBJJSR010000001.1	2451204	-	8	96.9
JBJJSR010000001.1	2451206	+	36	74.29
JBJJSR010000001.1	2451385	-	254	2.68
JBJJSR010000001.1	2452517	+	207	95.0
JBJJSR010000001.1	2452686	+	237	1.25
JBJJSR010000001.1	2452866	+	239	83.0
JBJJSR010000001.1	2453263	-	200	99.0
JBJJSR010000001.1	2453282	-	247	2.75
JBJJSR010000001.1	2453817	-	229	1.71
JBJJSR010000001.1	2454028	-	249	80.0
JBJJSR010000001.1	2454042	-	225	88.0
JBJJSR010000001.1	2454092	-	204	97.0
JBJJSR010000001.1	2454114	-	215	92.0
JBJJSR010000001.1	2454717	+	176	1.12
JBJJSR010000001.1	2454718	-	183	2.65
JBJJSR010000001.1	2454830	-	159	62.0
JBJJSR010000001.1	2455176	+	144	69.0
JBJJSR010000001.1	2456117	-	218	1.36
JBJJSR010000001.1	2456352	+	215	3.59
JBJJSR010000001.1	2456620	+	228	1.72
JBJJSR010000001.1	2456845	+	231	86.0
JBJJSR010000001.1	2456859	+	189	1.05
JBJJSR010000001.1	2457073	+	181	1.09
JBJJSR010000001.1	2457170	-	14	92.96
JBJJSR010000001.1	2457172	+	4	98.01
JBJJSR010000001.1	2457575	-	140	71.0
JBJJSR010000001.1	2457623	-	231	86.0
JBJJSR010000001.1	2457625	+	226	88.0
JBJJSR010000001.1	2457821	-	243	82.0
JBJJSR010000001.1	2457856	-	212	4.87
JBJJSR010000001.1	2458519	+	220	90.0
JBJJSR010000001.1	2458670	-	242	1.63
JBJJSR010000001.1	2458694	-	229	1.29
JBJJSR010000001.1	2458751	-	261	1.51
JBJJSR010000001.1	2459083	+	169	1.72
JBJJSR010000001.1	2459213	-	196	1.49
JBJJSR010000001.1	2459657	+	219	1.35
JBJJSR010000001.1	2459742	-	218	9.92
JBJJSR010000001.1	2459777	+	245	1.21
JBJJSR010000001.1	2460063	+	256	1.54
JBJJSR010000001.1	2460112	+	219	1.35
JBJJSR010000001.1	2461174	-	6	97.76
JBJJSR010000001.1	2461176	+	8	96.67
JBJJSR010000001.1	2461475	-	18	90.06
JBJJSR010000001.1	2461477	+	10	96.09
JBJJSR010000001.1	2461990	-	232	85.0
JBJJSR010000001.1	2462023	-	301	2.27
JBJJSR010000001.1	2462125	-	232	1.26
JBJJSR010000001.1	2463533	+	290	1.02
JBJJSR010000001.1	2463597	-	266	75.0
JBJJSR010000001.1	2464845	+	298	100.0
JBJJSR010000001.1	2465244	-	304	98.0
JBJJSR010000001.1	2466467	-	298	3.56
JBJJSR010000001.1	2467501	+	309	64.0
JBJJSR010000001.1	2467545	+	293	1.35
JBJJSR010000001.1	2468218	+	272	73.0
JBJJSR010000001.1	2468435	-	288	69.0
JBJJSR010000001.1	2469091	-	266	75.0
JBJJSR010000001.1	2469968	-	20	86.49
JBJJSR010000001.1	2469970	+	6	97.44
JBJJSR010000001.1	2471017	+	283	1.39
JBJJSR010000001.1	2471133	+	228	87.0
JBJJSR010000001.1	2471923	-	248	1.59
JBJJSR010000001.1	2471945	+	263	75.0
JBJJSR010000001.1	2472129	-	242	82.0
JBJJSR010000001.1	2472344	-	211	2.29
JBJJSR010000001.1	2473173	+	223	89.0
JBJJSR010000001.1	2473183	-	283	70.0
JBJJSR010000001.1	2475104	-	273	1.8
JBJJSR010000001.1	2477624	+	275	72.0
JBJJSR010000001.1	2477990	-	251	1.18
JBJJSR010000001.1	2478013	+	300	2.28
JBJJSR010000001.1	2478240	-	294	68.0
JBJJSR010000001.1	2478319	+	274	72.0
JBJJSR010000001.1	2479170	+	273	3.53
JBJJSR010000001.1	2479571	-	239	83.0
JBJJSR010000001.1	2479925	+	205	2.82
JBJJSR010000001.1	2479926	-	273	73.0
JBJJSR010000001.1	2480551	-	43	2.22
JBJJSR010000001.1	2480812	+	283	2.08
JBJJSR010000001.1	2481305	-	272	3.55
JBJJSR010000001.1	2482000	-	254	78.0
JBJJSR010000001.1	2482570	-	228	1.3
JBJJSR010000001.1	2482957	-	293	2.01
JBJJSR010000001.1	2483113	+	242	82.0
JBJJSR010000001.1	2483163	+	110	90.0
JBJJSR010000001.1	2483309	-	6	96.59
JBJJSR010000001.1	2483311	+	13	94.14
JBJJSR010000001.1	2483376	+	185	1.05
JBJJSR010000001.1	2483953	-	258	77.0
JBJJSR010000001.1	2484106	+	244	81.0
JBJJSR010000001.1	2484856	-	275	72.0
JBJJSR010000001.1	2485576	-	263	1.13
JBJJSR010000001.1	2485826	-	274	72.0
JBJJSR010000001.1	2487070	-	248	1.98
JBJJSR010000001.1	2487845	-	267	9.18
JBJJSR010000001.1	2487962	+	246	1.6
JBJJSR010000001.1	2488272	-	239	83.0
JBJJSR010000001.1	2488302	-	167	2.23
JBJJSR010000001.1	2488598	-	287	69.0
JBJJSR010000001.1	2488674	+	195	1.49
JBJJSR010000001.1	2488778	-	6	97.64
JBJJSR010000001.1	2488780	+	10	90.91
JBJJSR010000001.1	2488927	+	268	74.0
JBJJSR010000001.1	2489819	+	239	4.02
JBJJSR010000001.1	2490394	-	276	72.0
JBJJSR010000001.1	2490456	+	149	1.32
JBJJSR010000001.1	2490825	+	295	1.67
JBJJSR010000001.1	2492591	-	282	1.05
JBJJSR010000001.1	2492833	-	299	99.0
JBJJSR010000001.1	2493158	-	252	1.18
JBJJSR010000001.1	2493917	-	8	96.67
JBJJSR010000001.1	2493919	+	9	95.98
JBJJSR010000001.1	2493920	-	246	2.77
JBJJSR010000001.1	2493955	-	230	1.28
JBJJSR010000001.1	2493992	-	122	77.0
JBJJSR010000001.1	2494004	-	6	97.69
JBJJSR010000001.1	2494006	+	12	92.59
JBJJSR010000001.1	2495355	+	275	1.08
JBJJSR010000001.1	2495989	+	226	88.0
JBJJSR010000001.1	2497166	+	229	1.29
JBJJSR010000001.1	2497790	-	234	85.0
JBJJSR010000001.1	2497951	-	267	74.0
JBJJSR010000001.1	2498388	-	270	1.1
JBJJSR010000001.1	2498575	-	262	1.5
JBJJSR010000001.1	2498872	-	249	1.19
JBJJSR010000001.1	2498892	+	252	79.0
JBJJSR010000001.1	2499998	-	262	76.0
JBJJSR010000001.1	2500000	+	244	81.0
JBJJSR010000001.1	2500695	+	207	1.9
JBJJSR010000001.1	2501130	+	245	1.6
JBJJSR010000001.1	2502431	-	184	1.08
JBJJSR010000001.1	2502801	-	260	76.0
JBJJSR010000001.1	2503403	-	262	1.13
JBJJSR010000001.1	2503518	-	234	85.0
JBJJSR010000001.1	2503605	-	271	73.0
JBJJSR010000001.1	2503608	-	233	85.0
JBJJSR010000001.1	2503892	+	271	73.0
JBJJSR010000001.1	2504089	+	194	1.02
JBJJSR010000001.1	2504598	+	275	72.0
JBJJSR010000001.1	2504913	+	282	2.08
JBJJSR010000001.1	2505457	+	272	73.0
JBJJSR010000001.1	2505752	-	207	1.43
JBJJSR010000001.1	2506111	+	273	2.49
JBJJSR010000001.1	2507120	-	201	1.95
JBJJSR010000001.1	2507983	+	140	8.5
JBJJSR010000001.1	2507984	-	23	86.67
JBJJSR010000001.1	2507986	+	19	90.87
JBJJSR010000001.1	2508375	-	302	66.0
JBJJSR010000001.1	2508805	-	275	72.0
JBJJSR010000001.1	2508901	-	208	94.0
JBJJSR010000001.1	2508946	-	271	73.0
JBJJSR010000001.1	2508988	-	297	67.0
JBJJSR010000001.1	2509758	+	298	100.0
JBJJSR010000001.1	2509787	-	270	1.82
JBJJSR010000001.1	2509855	+	271	73.0
JBJJSR010000001.1	2509936	+	235	1.26
JBJJSR010000001.1	2510003	-	286	69.0
JBJJSR010000001.1	2510042	+	174	2.79
JBJJSR010000001.1	2510061	-	273	1.09
JBJJSR010000001.1	2510563	+	247	1.2
JBJJSR010000001.1	2510832	-	250	1.57
JBJJSR010000001.1	2511056	-	250	79.0
JBJJSR010000001.1	2511447	+	301	99.0
JBJJSR010000001.1	2511474	-	201	1.94
JBJJSR010000001.1	2511672	-	227	1.3
JBJJSR010000001.1	2511706	-	242	1.22
JBJJSR010000001.1	2511772	+	268	74.0
JBJJSR010000001.1	2512398	-	214	93.0
JBJJSR010000001.1	2512475	+	283	70.0
JBJJSR010000001.1	2512611	+	235	84.0
JBJJSR010000001.1	2512617	-	208	1.42
JBJJSR010000001.1	2513418	-	211	94.0
JBJJSR010000001.1	2514321	-	214	93.0
JBJJSR010000001.1	2514918	+	315	94.0
JBJJSR010000001.1	2515670	+	292	1.02
JBJJSR010000001.1	2515833	-	11	94.05
JBJJSR010000001.1	2515835	+	10	95.26
JBJJSR010000001.1	2515993	-	237	84.0
JBJJSR010000001.1	2516570	-	260	1.89
JBJJSR010000001.1	2516949	+	281	71.0
JBJJSR010000001.1	2516997	+	289	2.36
JBJJSR010000001.1	2517199	+	205	97.0
JBJJSR010000001.1	2517335	+	265	75.0
JBJJSR010000001.1	2518028	+	284	1.05
JBJJSR010000001.1	2519138	-	19	5.0
JBJJSR010000001.1	2519550	+	296	1.66
JBJJSR010000001.1	2519577	+	268	74.0
JBJJSR010000001.1	2520012	-	285	1.38
JBJJSR010000001.1	2520336	-	261	76.0
JBJJSR010000001.1	2521092	-	21	4.55
JBJJSR010000001.1	2521496	-	282	1.05
JBJJSR010000001.1	2521498	+	262	1.5
JBJJSR010000001.1	2521731	+	240	83.0
JBJJSR010000001.1	2521850	+	235	84.0
JBJJSR010000001.1	2521966	+	303	66.0
JBJJSR010000001.1	2522051	-	284	70.0
JBJJSR010000001.1	2522261	-	154	65.0
JBJJSR010000001.1	2522389	-	209	95.0
JBJJSR010000001.1	2522393	-	213	1.84
JBJJSR010000001.1	2522574	-	279	1.06
JBJJSR010000001.1	2522921	-	223	3.04
JBJJSR010000001.1	2522923	+	281	1.05
JBJJSR010000001.1	2523383	-	186	3.11
JBJJSR010000001.1	2523826	-	289	68.0
JBJJSR010000001.1	2524021	+	269	1.47
JBJJSR010000001.1	2524750	+	131	76.0
JBJJSR010000001.1	2524782	-	259	77.0
JBJJSR010000001.1	2525057	-	291	1.02
JBJJSR010000001.1	2525178	-	264	75.0
JBJJSR010000001.1	2526445	+	275	4.18
JBJJSR010000001.1	2526914	+	258	3.0
JBJJSR010000001.1	2526923	+	290	1.02
JBJJSR010000001.1	2527392	-	324	1.22
JBJJSR010000001.1	2527584	+	283	1.39
JBJJSR010000001.1	2527922	+	212	1.4
JBJJSR010000001.1	2527923	-	291	1.02
JBJJSR010000001.1	2528076	-	7	97.32
JBJJSR010000001.1	2528078	+	8	97.12
JBJJSR010000001.1	2528121	-	321	62.0
JBJJSR010000001.1	2528151	-	298	66.0
JBJJSR010000001.1	2528206	+	215	92.0
JBJJSR010000001.1	2528448	-	277	72.0
JBJJSR010000001.1	2529667	+	205	1.44
JBJJSR010000001.1	2529745	-	220	90.0
JBJJSR010000001.1	2530465	-	292	1.35
JBJJSR010000001.1	2530793	+	261	2.97
JBJJSR010000001.1	2531377	-	247	1.59
JBJJSR010000001.1	2531511	-	260	76.0
JBJJSR010000001.1	2531527	-	26	3.7
JBJJSR010000001.1	2531650	-	279	1.41
JBJJSR010000001.1	2532764	+	300	66.0
JBJJSR010000001.1	2533312	-	304	65.0
JBJJSR010000001.1	2533647	-	279	71.0
JBJJSR010000001.1	2533863	+	247	80.0
JBJJSR010000001.1	2534013	+	210	1.41
JBJJSR010000001.1	2534620	+	277	8.28
JBJJSR010000001.1	2534731	+	247	1.2
JBJJSR010000001.1	2535045	+	293	68.0
JBJJSR010000001.1	2535227	-	297	2.3
JBJJSR010000001.1	2536494	+	207	96.0
JBJJSR010000001.1	2536875	-	287	1.03
JBJJSR010000001.1	2537098	-	316	2.77
JBJJSR010000001.1	2537772	-	305	4.39
JBJJSR010000001.1	2538160	-	320	62.0
JBJJSR010000001.1	2538247	-	249	79.0
JBJJSR010000001.1	2538281	+	253	1.56
